2026-01-30 18:00:21.454 | INFO     | ================================================================================
2026-01-30 18:00:21.456 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260130.log
2026-01-30 18:00:21.456 | INFO     | ================================================================================
2026-01-30 18:00:21.457 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-30 18:00:21.457 | INFO     | ============================================================
2026-01-30 18:00:21.458 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-30 18:00:21.458 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-30 18:00:21.458 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-30 18:00:21.458 | INFO     | UDP端口: 5001
2026-01-30 18:00:21.459 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-01-30 18:00:21.459 | INFO     | ============================================================
2026-01-30 18:00:21.459 | INFO     | 异步发送线程已启动
2026-01-30 18:00:28.708 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 18.6%-92.9%)
2026-01-30 18:00:28.708 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-01-30 18:00:28.709 | INFO     |   PWM值: [208, 196, 189, 186, 196, 188, 186, 188, 189, 186, 188, 196, 186, 188, 196, 209]
2026-01-30 18:00:28.709 | INFO     |   风扇ID映射: fan_id 0-3 = 第0行, fan_id 4-7 = 第1行, fan_id 8-11 = 第2行, fan_id 12-15 = 第3行
2026-01-30 18:00:28.722 | INFO     | 发送完成: 100成功/0失败, 耗时12ms
2026-01-30 18:00:30.453 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 18.6%-92.9%)
2026-01-30 18:00:30.453 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-01-30 18:00:30.454 | INFO     |   PWM值: [208, 196, 189, 186, 196, 188, 186, 188, 189, 186, 188, 196, 186, 188, 196, 209]
2026-01-30 18:00:30.454 | INFO     |   风扇ID映射: fan_id 0-3 = 第0行, fan_id 4-7 = 第1行, fan_id 8-11 = 第2行, fan_id 12-15 = 第3行
2026-01-30 18:00:30.460 | INFO     | 发送完成: 100成功/0失败, 耗时6ms
2026-01-30 18:00:30.571 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 19.0%-92.5%)
2026-01-30 18:00:30.572 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-01-30 18:00:30.573 | INFO     |   PWM值: [201, 193, 189, 190, 193, 189, 190, 196, 189, 190, 197, 208, 190, 196, 208, 226]
2026-01-30 18:00:30.573 | INFO     |   风扇ID映射: fan_id 0-3 = 第0行, fan_id 4-7 = 第1行, fan_id 8-11 = 第2行, fan_id 12-15 = 第3行
2026-01-30 18:00:30.586 | INFO     | 发送完成: 100成功/0失败, 耗时12ms
2026-01-30 18:00:30.587 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 19.0%-92.5%)
2026-01-30 18:00:30.587 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-01-30 18:00:30.588 | INFO     |   PWM值: [201, 193, 189, 190, 193, 189, 190, 196, 189, 190, 197, 208, 190, 196, 208, 226]
