2026-01-28 02:09:34.227 | INFO     | ================================================================================
2026-01-28 02:09:34.228 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260128.log
2026-01-28 02:09:34.228 | INFO     | ================================================================================
2026-01-28 02:09:34.229 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-28 02:09:34.230 | INFO     | ============================================================
2026-01-28 02:09:34.230 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-28 02:09:34.230 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-28 02:09:34.230 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-28 02:09:34.230 | INFO     | UDP端口: 5001
2026-01-28 02:09:34.230 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-01-28 02:09:34.230 | INFO     | ============================================================
2026-01-28 02:09:34.231 | INFO     | 异步发送线程已启动
2026-01-28 02:17:03.867 | INFO     | 异步发送线程已停止
2026-01-28 02:17:03.867 | INFO     | UDP发送器已关闭
2026-01-28 02:17:03.931 | INFO     | UDP发送器已关闭
2026-01-28 02:17:56.059 | INFO     | ================================================================================
2026-01-28 02:17:56.060 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260128.log
2026-01-28 02:17:56.060 | INFO     | ================================================================================
2026-01-28 02:17:56.061 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-28 02:17:56.061 | INFO     | ============================================================
2026-01-28 02:17:56.062 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-28 02:17:56.062 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-28 02:17:56.062 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-28 02:17:56.062 | INFO     | UDP端口: 5001
2026-01-28 02:17:56.062 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-01-28 02:17:56.062 | INFO     | ============================================================
2026-01-28 02:17:56.063 | INFO     | 异步发送线程已启动
2026-01-28 14:24:11.586 | INFO     | ================================================================================
2026-01-28 14:24:11.587 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260128.log
2026-01-28 14:24:11.587 | INFO     | ================================================================================
2026-01-28 14:24:11.588 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-28 14:24:11.588 | INFO     | ============================================================
2026-01-28 14:24:11.588 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-28 14:24:11.588 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-28 14:24:11.588 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-28 14:24:11.588 | INFO     | UDP端口: 5001
2026-01-28 14:24:11.589 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
