2026-01-26 15:05:15.010 | INFO     | ================================================================================
2026-01-26 15:05:15.010 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260126.log
2026-01-26 15:05:15.010 | INFO     | ================================================================================
2026-01-26 15:05:15.011 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-26 15:05:15.012 | INFO     | ============================================================
2026-01-26 15:05:15.012 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-26 15:05:15.012 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-26 15:05:15.012 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-26 15:05:15.013 | INFO     | UDP端口: 5001
2026-01-26 15:05:15.013 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-01-26 15:05:15.013 | INFO     | ============================================================
2026-01-26 15:05:15.013 | INFO     | 异步发送线程已启动
2026-01-26 15:05:20.284 | INFO     | 开始发送100个控制板数据 (范围: 0.1%-99.9%)
2026-01-26 15:05:20.324 | INFO     | 发送完成: 1600成功/0失败, 耗时40ms
2026-01-26 15:18:09.873 | INFO     | ================================================================================
2026-01-26 15:18:09.873 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260126.log
2026-01-26 15:18:09.874 | INFO     | ================================================================================
2026-01-26 15:18:09.875 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-26 15:18:09.875 | INFO     | ============================================================
2026-01-26 15:18:09.875 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-26 15:18:09.875 | INFO     | 本地绑定网口: 192.168.1.101
2026-01-26 15:18:09.876 | INFO     | 电驱板起始IP: 192.168.1.1
2026-01-26 15:18:09.876 | INFO     | UDP端口: 5001
2026-01-26 15:18:09.876 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-01-26 15:18:09.876 | INFO     | ============================================================
2026-01-26 15:18:09.876 | INFO     | 异步发送线程已启动
2026-01-26 17:31:27.549 | INFO     | 异步发送线程已停止
2026-01-26 17:31:27.549 | INFO     | UDP发送器已关闭
2026-01-26 23:44:00.541 | INFO     | ================================================================================
2026-01-26 23:44:00.541 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260126.log
2026-01-26 23:44:00.541 | INFO     | ================================================================================
2026-01-26 23:44:00.542 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-01-26 23:44:00.543 | INFO     | ============================================================
2026-01-26 23:44:00.543 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-01-26 23:44:00.543 | INFO     | 本地绑定网口: 192.168.1.101
