2026-02-01 11:42:48.780 | INFO     | ================================================================================
2026-02-01 11:42:48.781 | INFO     | UDP发送日志文件: f:\A-User\cliff\allin\all\风场设置\main_control\logs\udp_send_20260201.log
2026-02-01 11:42:48.782 | INFO     | ================================================================================
2026-02-01 11:42:48.784 | WARNING  | 绑定到网口 192.168.1.101 失败: [WinError 10049] 在其上下文中，该请求的地址无效。
2026-02-01 11:42:48.784 | INFO     | ============================================================
2026-02-01 11:42:48.785 | INFO     | FanUDPSender 初始化完成 (新协议: 5字节包)
2026-02-01 11:42:48.785 | INFO     | 本地绑定网口: 192.168.1.101
2026-02-01 11:42:48.786 | INFO     | 电驱板起始IP: 192.168.1.1
2026-02-01 11:42:48.786 | INFO     | UDP端口: 5001
2026-02-01 11:42:48.786 | INFO     | IP范围: 192.168.1.1-100 (板ID 0-99)
2026-02-01 11:42:48.786 | INFO     | ============================================================
2026-02-01 11:42:48.788 | INFO     | 异步发送线程已启动
2026-02-01 11:43:36.982 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 0.0%-0.0%)
2026-02-01 11:43:36.984 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-02-01 11:43:36.984 | INFO     |   PWM值: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2026-02-01 11:43:36.985 | INFO     |   风扇ID映射: fan_id 0-3 = 第0行, fan_id 4-7 = 第1行, fan_id 8-11 = 第2行, fan_id 12-15 = 第3行
2026-02-01 11:43:36.994 | INFO     | 发送完成: 100成功/0失败, 耗时9ms
2026-02-01 11:43:55.167 | INFO     | 开始发送100个控制板数据（80字节批量包） (范围: 0.0%-0.0%)
2026-02-01 11:43:55.167 | INFO     | 调试: 板ID 0 的80字节数据包预览:
2026-02-01 11:43:55.168 | INFO     |   PWM值: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
