帧ID,时间戳,相机同步时间(原始),相机同步时间(可读),数据广播时间(原始),数据广播时间(可读),标记1_ID,标记1_名称,标记1_X,标记1_Y,标记1_Z,标记2_ID,标记2_名称,标记2_X,标记2_Y,标记2_Z,标记3_ID,标记3_名称,标记3_X,标记3_Y,标记3_Z,标记4_ID,标记4_名称,标记4_X,标记4_Y,标记4_Z,标记5_ID,标记5_名称,标记5_X,标记5_Y,标记5_Z,标记6_ID,标记6_名称,标记6_X,标记6_Y,标记6_Z,刚体1_ID,刚体1_名称,刚体1_追踪状态,刚体1_X,刚体1_Y,刚体1_Z,刚体1_qx,刚体1_qy,刚体1_qz,刚体1_qw,刚体1_质量等级,刚体1_速度,刚体1_X速度,刚体1_Y速度,刚体1_Z速度,刚体1_加速度,刚体1_X加速度,刚体1_Y加速度,刚体1_Z加速度,刚体1_X欧拉角,刚体1_Y欧拉角,刚体1_Z欧拉角,刚体2_ID,刚体2_名称,刚体2_追踪状态,刚体2_X,刚体2_Y,刚体2_Z,刚体2_qx,刚体2_qy,刚体2_qz,刚体2_qw,刚体2_质量等级,时码_时,时码_分,时码_秒,时码_帧,时码_子帧
75,332558,1769251153351315,2026-01-24 18:39:13.351,1769251153450021,2026-01-24 18:39:13.450,100001,Marker100001,-198.37039184570312,-940.7192993164062,72.06546020507812,100002,Marker100002,-0.17056451737880707,-199.60870361328125,20.033477783203125,100003,Marker100003,0.19487012922763824,-0.020833361893892288,20.112186431884766,100004,Marker100004,125.81709289550781,-955.12158203125,89.28507995605469,100005,Marker100005,149.73858642578125,0.026498856022953987,20.0579776763916,100006,Marker100006,300.4090881347656,-963.726806640625,91.16099548339844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
76,332558,1769251153401365,2026-01-24 18:39:13.401,1769251153500021,2026-01-24 18:39:13.500,100001,Marker100001,-198.3804168701172,-940.7313232421875,72.03458404541016,100002,Marker100002,-0.16608723998069763,-199.6022491455078,20.030282974243164,100003,Marker100003,0.19481489062309265,-0.013682822696864605,20.121374130249023,100004,Marker100004,125.8263931274414,-955.1045532226562,89.29474639892578,100005,Marker100005,149.7301025390625,0.025447245687246323,20.06475830078125,100006,Marker100006,300.42303466796875,-963.7239990234375,91.18769073486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
77,332559,1769251153451303,2026-01-24 18:39:13.451,1769251153549790,2026-01-24 18:39:13.549,100001,Marker100001,-198.39511108398438,-940.7275390625,72.02882385253906,100002,Marker100002,-0.16840589046478271,-199.60256958007812,20.020584106445312,100003,Marker100003,0.19892191886901855,-0.014971481636166573,20.118162155151367,100004,Marker100004,125.80567932128906,-955.1256103515625,89.26435852050781,100005,Marker100005,149.74530029296875,0.026738697662949562,20.057464599609375,100006,Marker100006,300.40496826171875,-963.7266845703125,91.16168975830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
78,332559,1769251153501361,2026-01-24 18:39:13.501,1769251153599615,2026-01-24 18:39:13.599,100001,Marker100001,-198.39503479003906,-940.7282104492188,72.02465057373047,100002,Marker100002,-0.17001257836818695,-199.60287475585938,20.04302406311035,100003,Marker100003,0.20329898595809937,-0.012533050030469894,20.107133865356445,100004,Marker100004,125.79969024658203,-955.1187744140625,89.26610565185547,100005,Marker100005,149.73516845703125,0.03085482306778431,20.064748764038086,100006,Marker100006,300.3926696777344,-963.7302856445312,91.16695404052734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
79,332559,1769251153551307,2026-01-24 18:39:13.551,1769251153649449,2026-01-24 18:39:13.649,100001,Marker100001,-198.39913940429688,-940.7369995117188,72.03158569335938,100002,Marker100002,-0.16695600748062134,-199.5992889404297,20.051265716552734,100003,Marker100003,0.18831175565719604,-0.023418795317411423,20.106435775756836,100004,Marker100004,125.81543731689453,-955.1158447265625,89.27715301513672,100005,Marker100005,149.7272491455078,0.03653009608387947,20.063884735107422,100006,Marker100006,300.4085693359375,-963.7264404296875,91.1756820678711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
80,332559,1769251153601344,2026-01-24 18:39:13.601,1769251153700230,2026-01-24 18:39:13.700,100001,Marker100001,-198.38101196289062,-940.7385864257812,72.03905487060547,100002,Marker100002,-0.17820832133293152,-199.598876953125,20.036514282226562,100003,Marker100003,0.19029560685157776,-0.0161751676350832,20.097227096557617,100004,Marker100004,125.79291534423828,-955.1139526367188,89.28020477294922,100005,Marker100005,149.73269653320312,0.021796589717268944,20.05885124206543,100006,Marker100006,300.4172058105469,-963.7180786132812,91.18022918701172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
81,332559,1769251153651366,2026-01-24 18:39:13.651,1769251153750133,2026-01-24 18:39:13.750,100001,Marker100001,-198.39862060546875,-940.724853515625,72.03211975097656,100002,Marker100002,-0.17467568814754486,-199.59898376464844,20.01987648010254,100003,Marker100003,0.18559570610523224,-0.020075082778930664,20.117855072021484,100004,Marker100004,125.79676818847656,-955.0988159179688,89.27973937988281,100005,Marker100005,149.73828125,0.019220566377043724,20.06070327758789,100006,Marker100006,300.4010009765625,-963.7371826171875,91.14940643310547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
82,332559,1769251153701320,2026-01-24 18:39:13.701,1769251153799972,2026-01-24 18:39:13.799,100001,Marker100001,-198.38916015625,-940.7279663085938,72.02618408203125,100002,Marker100002,-0.16873569786548615,-199.59568786621094,20.06949806213379,100003,Marker100003,0.2058216631412506,-0.014952545054256916,20.099838256835938,100004,Marker100004,125.82814025878906,-955.1242065429688,89.27704620361328,100005,Marker100005,149.74830627441406,0.02047138847410679,20.048748016357422,100006,Marker100006,300.4117431640625,-963.7205200195312,91.16255950927734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
83,332559,1769251153751349,2026-01-24 18:39:13.751,1769251153849854,2026-01-24 18:39:13.849,100001,Marker100001,-198.36412048339844,-940.715087890625,72.05872344970703,100002,Marker100002,-0.16278378665447235,-199.607421875,20.04576873779297,100003,Marker100003,0.2033218890428543,-0.022453894838690758,20.118946075439453,100004,Marker100004,125.80271911621094,-955.1312255859375,89.2475814819336,100005,Marker100005,149.73976135253906,0.026848284527659416,20.049928665161133,100006,Marker100006,300.41143798828125,-963.7293090820312,91.18588256835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
84,332559,1769251153801380,2026-01-24 18:39:13.801,1769251153899620,2026-01-24 18:39:13.899,100001,Marker100001,-198.38040161132812,-940.720947265625,72.05989837646484,100002,Marker100002,-0.1646377146244049,-199.60536193847656,20.04846954345703,100003,Marker100003,0.20578911900520325,-0.018949074670672417,20.126678466796875,100004,Marker100004,125.83818054199219,-955.1078491210938,89.3176498413086,100005,Marker100005,149.74610900878906,0.024461595341563225,20.064617156982422,100006,Marker100006,300.3952941894531,-963.7304077148438,91.17474365234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
